Ditta,Rag. Soc.(attivita'),Tipo_stampa,DataStoDit,DataStoAna,CodAnacf,DataInizio,DataFine,CodiceConto,Descr_conto,ContoChiusura,Saldo_apertura,Progr_dare,Progr_avere,Saldo_preced,Num_riga,Data_registraz,Cod_causale,Descrizione,CodiceControp,Descr_controp,Num_documento,Num_documento_ori,Data_documento,Importo_dare,Importo_avere,Importo_saldo,Attivita_ETS,Codice_UnProd,Descr_UnProD,CodAnacfControp,DescrAgg,DescrAgg2,DescrAgg3
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,12/05/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.325,19","12.614,68","3.710,51",188,31/05/2025,19,FATT.ACQ. INTRA BENI,40/00144,CELLSHARK2BV,15/95,51590048,12/05/2025,"77,22",,"3.787,73",,0,,520774,BENI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/05/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.402,41","12.614,68","3.787,73",189,31/05/2025,19,FATT.ACQ. INTRA SERVIZI,40/00069,SAS SENDINBLUE,16/95,SIB-3080720,02/05/2025,"12,1",,"3.799,83",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/05/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.414,51","12.614,68","3.799,83",190,02/06/2025,11,FATT. ACQUISTO,40/00077,Marc Consulting s.a.s. di Renzi Matilde,178/00,59,31/05/2025,220,,"4.019,83",,0,,503976,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/05/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.634,51","12.614,68","4.019,83",191,03/06/2025,11,FATT. ACQUISTO,40/00003,GOOGLE CLOUD ITALY S.R.L.,179/00,GCITD0005017909,31/05/2025,"172,26",,"4.192,09",,0,,417230,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,03/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.806,77","12.614,68","4.192,09",192,03/06/2025,11,FATT. ACQUISTO,40/00001,LIVERANI  e  C.  s.r.l.,180/00,21,03/06/2025,"113,63",,"4.305,72",,0,,483677,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,03/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.920,40","12.614,68","4.305,72",193,03/06/2025,11,FATT. ACQUISTO,40/00108,ASSOCIAZIONE ITALIANA DI AUTOMAZIONE E,181/00,96,03/06/2025,"19,8",,"4.325,52",,0,,514217,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,03/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.940,20","12.614,68","4.325,52",194,04/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,182/00,FC1358/678,03/06/2025,"1,95",,"4.327,47",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/05/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.942,15","12.614,68","4.327,47",195,05/06/2025,11,FATT. ACQUISTO,40/00009,Dinova Srl,183/00,253043,31/05/2025,"38,2",,"4.365,67",,0,,483681,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,05/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.980,35","12.614,68","4.365,67",196,06/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,184/00,FC1358/687,05/06/2025,"2,27",,"4.367,94",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,05/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"16.982,62","12.614,68","4.367,94",197,07/06/2025,11,FATT. ACQUISTO,40/00005,HERA COMM S.p.A.,185/00,"4,13E+11",05/06/2025,"23,55",,"4.391,49",,0,,380039,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.006,17","12.614,68","4.391,49",198,10/06/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,187/00,119,09/06/2025,"179,96",,"4.571,45",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.186,13","12.614,68","4.571,45",199,10/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,188/00,FC1358/698,09/06/2025,"0,98",,"4.572,43",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.187,11","12.614,68","4.572,43",200,11/06/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,189/00,120,09/06/2025,"45,76",,"4.618,19",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,10/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.232,87","12.614,68","4.618,19",201,12/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,190/00,FC1358/703,10/06/2025,"2,16",,"4.620,35",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,11/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.235,03","12.614,68","4.620,35",202,12/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,191/00,FC1358/715,11/06/2025,"1,68",,"4.622,03",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.236,71","12.614,68","4.622,03",203,15/06/2025,11,FATT. ACQUISTO,40/00093,SICILY BY CAR SPA,193/00,R1_327144,09/06/2025,"7,73",,"4.629,76",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,12/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.244,44","12.614,68","4.629,76",204,16/06/2025,11,FATT. ACQUISTO,40/00009,Dinova Srl,195/00,253396,12/06/2025,"37,95",,"4.667,71",,0,,483681,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,11/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.282,39","12.614,68","4.667,71",205,16/06/2025,11,FATT. ACQUISTO,40/00012,TIM  S.p.A.,196/00,8H00441425,11/06/2025,"7,57",,"4.675,28",,0,,39391,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,17/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.289,96","12.614,68","4.675,28",206,18/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,198/00,FC1358/736,17/06/2025,"1,75",,"4.677,03",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,18/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.291,71","12.614,68","4.677,03",207,19/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,199/00,FC1358/743,18/06/2025,"1,84",,"4.678,87",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,19/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.293,55","12.614,68","4.678,87",208,20/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,200/00,FC1358/750,19/06/2025,"2,04",,"4.680,91",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,20/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.295,59","12.614,68","4.680,91",209,21/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,201/00,FC1358/757,20/06/2025,"2,33",,"4.683,24",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,20/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.297,92","12.614,68","4.683,24",210,23/06/2025,11,FATT. ACQUISTO,40/00028,DHL EXPRESS (ITALY) S.R.L.,203/00,BLQZR00085776,20/06/2025,"6,38",,"4.689,62",,0,,40123,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,17/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.304,30","12.614,68","4.689,62",211,23/06/2025,11,FATT. ACQUISTO,40/00093,SICILY BY CAR SPA,204/00,R1_349742,17/06/2025,"8,54",,"4.698,16",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,24/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.312,84","12.614,68","4.698,16",212,26/06/2025,11,FATT. ACQUISTO,40/00145,VALLE DELL EDEN SNC DI BERISHA ELIDON,206/00,5154,24/06/2025,"2,73",,"4.700,89",,0,,523192,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,26/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.315,57","12.614,68","4.700,89",213,27/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,207/00,FC1358/780,26/06/2025,"1,92",,"4.702,81",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,27/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.317,49","12.614,68","4.702,81",214,28/06/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,208/00,FC1358/788,27/06/2025,"2,07",,"4.704,88",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.319,56","12.614,68","4.704,88",215,30/06/2025,19,FATT.ACQ. INTRA SERVIZI,40/00069,SAS SENDINBLUE,17/95,SIB-3230871,02/06/2025,"12,1",,"4.716,98",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,27/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.331,66","12.614,68","4.716,98",216,30/06/2025,46,F.A.RC EXTRACEE,40/00149,"WEBFLOW, INC.",33/96,1751018246,27/06/2025,"5,45",,"4.722,43",,0,,527038,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,22/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.337,11","12.614,68","4.722,43",217,30/06/2025,46,F.A.RC EXTRACEE,40/00106,CIRCLEBACK,34/96,E31F5969-0015,22/06/2025,"4,78",,"4.727,21",,0,,512659,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.341,89","12.614,68","4.727,21",218,30/06/2025,27,CHIUSURA I.V.A. iva acquisti,48/05/040,ERARIO C/IVA,,,,,"4.845,32","118,11-",,0,,24776,iva acquisti,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.341,89","17.460,00","118,11-",219,30/06/2025,27,CHIUSURA I.V.A. iva acquisti i,48/05/040,ERARIO C/IVA,,,,,"163,51","281,62-",,0,,24776,iva acquisti intra,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,01/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.341,89","17.623,51","281,62-",220,01/07/2025,11,FATT. ACQUISTO,40/00001,LIVERANI  e  C.  s.r.l.,209/00,25,01/07/2025,"115,06",,"166,56-",,0,,483677,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,01/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.456,95","17.623,51","166,56-",221,01/07/2025,11,FATT. ACQUISTO,40/00146,Campagnoli Filippo,210/00,71,01/07/2025,"394,68",,"228,12",,0,,523590,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,30/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.851,63","17.623,51","228,12",222,01/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,211/00,FC1358/794,30/06/2025,"2,12",,"230,24",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,01/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.853,75","17.623,51","230,24",223,02/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,212/00,FC1358/798,01/07/2025,"1,97",,"232,21",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,30/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"17.855,72","17.623,51","232,21",224,03/07/2025,11,FATT. ACQUISTO,40/00003,GOOGLE CLOUD ITALY S.R.L.,214/00,GCITD0005139653,30/06/2025,"281,62",,"513,83",,0,,417230,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,26/06/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.137,34","17.623,51","513,83",225,03/07/2025,11,FATT. ACQUISTO,40/00093,SICILY BY CAR SPA,215/00,R1_375160,26/06/2025,"14,28",,"528,11",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,03/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.151,62","17.623,51","528,11",226,05/07/2025,11,FATT. ACQUISTO,40/00005,HERA COMM S.p.A.,216/00,"4,13E+11",03/07/2025,"35,54",,"563,65",,0,,380039,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,07/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.187,16","17.623,51","563,65",227,08/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,217/00,FC1358/814,07/07/2025,"1,96",,"565,61",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,08/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.189,12","17.623,51","565,61",228,09/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,218/00,FC1358/824,08/07/2025,"1,98",,"567,59",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.191,10","17.623,51","567,59",229,10/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,219/00,FC1358/846,09/07/2025,"1,67",,"569,26",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,10/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.192,77","17.623,51","569,26",230,11/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,220/00,FC1358/851,10/07/2025,2,,"571,26",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,14/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.194,77","17.623,51","571,26",231,14/07/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,221/00,137,14/07/2025,"179,96",,"751,22",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,14/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.374,73","17.623,51","751,22",232,14/07/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,222/00,138,14/07/2025,"36,96",,"788,18",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,14/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.411,69","17.623,51","788,18",233,14/07/2025,11,FATT. ACQUISTO,40/00056,FORM. ART.  SOC. CONS. A R. L.,223/00,16464/V1,14/07/2025,55,,"843,18",,0,,341354,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,14/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.466,69","17.623,51","843,18",234,14/07/2025,11,FATT. ACQUISTO,40/00056,FORM. ART.  SOC. CONS. A R. L.,224/00,16465/V1,14/07/2025,55,,"898,18",,0,,341354,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,10/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.521,69","17.623,51","898,18",235,14/07/2025,11,FATT. ACQUISTO,40/00012,TIM  S.p.A.,225/00,8H00517575,10/07/2025,"7,57",,"905,75",,0,,39391,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,15/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.529,26","17.623,51","905,75",236,16/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,226/00,FC1358/872,15/07/2025,"1,82",,"907,57",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,11/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.531,08","17.623,51","907,57",237,17/07/2025,11,FATT. ACQUISTO,40/00009,Dinova Srl,228/00,254027,11/07/2025,"37,95",,"945,52",,0,,483681,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,16/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.569,03","17.623,51","945,52",238,17/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,229/00,FC1358/880,16/07/2025,"1,67",,"947,19",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,18/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.570,70","17.623,51","947,19",239,25/07/2025,11,FATT. ACQUISTO,40/00093,SICILY BY CAR SPA,230/00,R1_434806,18/07/2025,"9,06",,"956,25",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,28/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.579,76","17.623,51","956,25",240,29/07/2025,11,FATT. ACQUISTO,40/00023,IUBENDA S.R.L.,231/00,2025-213055,28/07/2025,"17,85",,"974,1",,0,,303102,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,28/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.597,61","17.623,51","974,1",241,29/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,232/00,FC1358/938,28/07/2025,"1,65",,"975,75",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,30/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.599,26","17.623,51","975,75",242,31/07/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,234/00,FC1358/958,30/07/2025,"2,17",,"977,92",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.601,43","17.623,51","977,92",243,31/07/2025,19,FATT.ACQ. INTRA SERVIZI,40/00069,SAS SENDINBLUE,18/95,SIB-3383284,02/07/2025,"12,1",,"990,02",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,22/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.613,53","17.623,51","990,02",244,31/07/2025,46,F.A.RC EXTRACEE,40/00106,CIRCLEBACK,35/96,E31F5969-0016,22/07/2025,"4,7",,"994,72",,0,,512659,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,27/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.618,23","17.623,51","994,72",245,31/07/2025,46,F.A.RC EXTRACEE,40/00149,"WEBFLOW, INC.",36/96,1753610253,27/07/2025,"5,44",,"1.000,16",,0,,527038,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.623,67","17.623,51","1.000,16",246,01/08/2025,11,FATT. ACQUISTO,40/00148,SYSTEM CERAMICS Divisione Electronics,236/00,2510004645,31/07/2025,"181,1",,"1.181,26",,0,,519913,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.804,77","17.623,51","1.181,26",247,01/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,237/00,FC1358/972,31/07/2025,"0,99",,"1.182,25",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/07/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"18.805,76","17.623,51","1.182,25",248,03/08/2025,11,FATT. ACQUISTO,40/00003,GOOGLE CLOUD ITALY S.R.L.,238/00,GCITD0005328259,31/07/2025,"259,72",,"1.441,97",,0,,417230,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,04/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.065,48","17.623,51","1.441,97",249,04/08/2025,11,FATT. ACQUISTO,40/00001,LIVERANI  e  C.  s.r.l.,239/00,28,04/08/2025,"113,63",,"1.555,60",,0,,483677,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,04/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.179,11","17.623,51","1.555,60",250,05/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,240/00,FC1358/990,04/08/2025,"1,98",,"1.557,58",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,06/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.181,09","17.623,51","1.557,58",251,06/08/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,241/00,158,06/08/2025,"179,96",,"1.737,54",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,06/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.361,05","17.623,51","1.737,54",252,06/08/2025,11,FATT. ACQUISTO,40/00025,Imment Srl,242/00,159,06/08/2025,"45,76",,"1.783,30",,0,,455797,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,05/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.406,81","17.623,51","1.783,30",253,06/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,243/00,FC1358/1002,05/08/2025,"1,85",,"1.785,15",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,06/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.408,66","17.623,51","1.785,15",254,07/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,244/00,FC1358/1009,06/08/2025,"1,22",,"1.786,37",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,01/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.409,88","17.623,51","1.786,37",255,07/08/2025,11,FATT. ACQUISTO,40/00093,SICILY BY CAR SPA,245/00,R1_471244,01/08/2025,"8,34",,"1.794,71",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,06/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.418,22","17.623,51","1.794,71",256,08/08/2025,11,FATT. ACQUISTO,40/00005,HERA COMM S.p.A.,246/00,"4,13E+11",06/08/2025,"26,26",,"1.820,97",,0,,380039,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,11/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.444,48","17.623,51","1.820,97",257,16/08/2025,11,FATT. ACQUISTO,40/00012,TIM  S.p.A.,247/00,8H00573419,11/08/2025,"7,57",,"1.828,54",,0,,39391,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,19/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.452,05","17.623,51","1.828,54",258,19/08/2025,11,FATT. ACQUISTO,40/00028,DHL EXPRESS (ITALY) S.R.L.,248/00,BLQZR00112936,19/08/2025,"3,52",,"1.832,06",,0,,40123,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,25/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.455,57","17.623,51","1.832,06",259,26/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,249/00,FC1358/1049,25/08/2025,"1,82",,"1.833,88",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,25/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.457,39","17.623,51","1.833,88",260,27/08/2025,11,FATT. ACQUISTO,40/00009,Dinova Srl,250/00,254666,25/08/2025,"37,95",,"1.871,83",,0,,483681,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,26/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.495,34","17.623,51","1.871,83",261,27/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,251/00,FC1358/1054,26/08/2025,"2,38",,"1.874,21",,0,,48133,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,27/08/2025,24776,01/01/2025,31/08/2025,18/20/005,IVA SU ACQUISTI,55/05/010,,"19.497,72","17.623,51","1.874,21",262,28/08/2025,11,FATT. ACQUISTO,40/00011,CAMST SOC.COOP A.R.L.,252/00,FC1358/1063,27/08/2025,"1,82",,"1.876,03",,0,,48133,,,
